Clements_genus,Clements_species,Clements_subspecies,Clements_binomial,Clements_trinomial,Harvey_tipnamecodes,Harvey_matrix.species,Harvey_matrix.subspecies,Harvey_Clements_species,Taxonomic_Comments,Migratory_status,Direction,Migr_dir_full,Migr_dir_partial,Migr_dir_local,Migr_disp_full,Migr_disp_partial,Migr_disp_local,Migr_altitudinal,Irruptive,Nomad_full,Nomad_partial,Nomad_local,Resid_full,Resid_partial,Unknown,Uncertain,Migratory_status_Comments,Doublechecked,Doublechecked by MM
Agriornis,albicauda,albicauda,Agriornis albicauda,Agriornis albicauda albicauda,Agrior_albcau_L72330,Agriornis albicauda,albicauda,Agriornis_albicauda,in HBW Agriornis_andicola; this name in BOW,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,albicauda,pollens,Agriornis albicauda,Agriornis albicauda pollens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,lividus,fortis,Agriornis lividus,Agriornis lividus fortis,Agrior_livid_YPM83046,Agriornis lividus,fortis,Agriornis_lividus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,lividus,lividus,Agriornis lividus,Agriornis lividus lividus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,micropterus,andecola,Agriornis micropterus,Agriornis micropterus andecola,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,micropterus,micropterus,Agriornis micropterus,Agriornis micropterus micropterus,Agrior_micro_A13502,Agriornis micropterus,micropterus,Agriornis_micropterus,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Agriornis,montanus,insolens,Agriornis montanus,Agriornis montanus insolens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,montanus,intermedius,Agriornis montanus,Agriornis montanus intermedius,Agrior_montan_L6710,Agriornis montanus,intermedius,Agriornis_montanus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,montanus,maritimus,Agriornis montanus,Agriornis montanus maritimus,NA,NA,NA,NA,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Agriornis,montanus,montanus,Agriornis montanus,Agriornis montanus montanus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,montanus,solitarius,Agriornis montanus,Agriornis montanus solitarius,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Agriornis,murinus,NA,Agriornis murinus,Agriornis murinus,Agrior_murnus_K11848,Agriornis murinus,-,Agriornis_murinus,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Alectrurus,risora,NA,Alectrurus risora,Alectrurus risora,Alectr_risora_K3430,Alectrurus risora,-,Alectrurus_risora,,resident,resident,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"resident, possibly a partial migrant in S part of range",1,1
Alectrurus,tricolor,NA,Alectrurus tricolor,Alectrurus tricolor,Alectr_tricol_K3596,Alectrurus tricolor,-,Alectrurus_tricolor,,resident,resident,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,"resident, at most partially migratory or nomadic",1,1
Anairetes,alpinus,alpinus,Anairetes alpinus,Anairetes alpinus alpinus,Anaire_alpin_NM34088,Anairetes alpinus,alpinus,Anairetes_alpinus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,alpinus,bolivianus,Anairetes alpinus,Anairetes alpinus bolivianus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,fernandezianus,NA,Anairetes fernandezianus,Anairetes fernandezianus,Anaire_ferna_CM120730,Anairetes fernandezianus,?,Anairetes_fernandezianus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,flavirostris,arequipae,Anairetes flavirostris,Anairetes flavirostris arequipae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,flavirostris,cuzcoensis,Anairetes flavirostris,Anairetes flavirostris cuzcoensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,flavirostris,flavirostris,Anairetes flavirostris,Anairetes flavirostris flavirostris,Anaire_flaviro_CU52375,Anairetes flavirostris,flavirostris,Anairetes_flavirostris,,directional migratory,austral,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,"extreme S popltns apparently migrate N for non-breeding season, highland popltns may descend to sea level in winter",1,1
Anairetes,flavirostris,huancabambae,Anairetes flavirostris,Anairetes flavirostris huancabambae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,nigrocristatus,NA,Anairetes nigrocristatus,Anairetes nigrocristatus,Anaire_nigrosta_F391921,Anairetes nigrocristatus,-,Anairetes_nigrocristatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,parulus,aequatorialis,Anairetes parulus,Anairetes parulus aequatorialis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,parulus,parulus,Anairetes parulus,Anairetes parulus parulus,Anaire_parlus_A12192,Anairetes parulus,parulus,Anairetes_parulus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,parulus,patagonicus,Anairetes parulus,Anairetes parulus patagonicus,NA,NA,NA,NA,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,1
Anairetes,reguloides,albiventris,Anairetes reguloides,Anairetes reguloides albiventris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Anairetes,reguloides,reguloides,Anairetes reguloides,Anairetes reguloides reguloides,Anaire_regide_LSU72421,Anairetes reguloides,reguloides,Anairetes_reguloides,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Aphanotriccus,audax,NA,Aphanotriccus audax,Aphanotriccus audax,Aphano_audax_L2210,Aphanotriccus audax,-,Aphanotriccus_audax,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Aphanotriccus,capitalis,NA,Aphanotriccus capitalis,Aphanotriccus capitalis,Aphano_caplis_W69952,Aphanotriccus capitalis,-,Aphanotriccus_capitalis,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Arundinicola,leucocephala,NA,Arundinicola leucocephala,Arundinicola leucocephala,Arundi_leuceph_L38036,Arundinicola leucocephala,-,Arundinicola_leucocephala,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"resident, occasional wanderers reported outside range",1,1
Atalotriccus,pilaris,griseiceps,Atalotriccus pilaris,Atalotriccus pilaris griseiceps,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Atalotriccus,pilaris,pilaris,Atalotriccus pilaris,Atalotriccus pilaris pilaris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Atalotriccus,pilaris,venezuelensis,Atalotriccus pilaris,Atalotriccus pilaris venezuelensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Atalotriccus,pilaris,wilcoxi,Atalotriccus pilaris,Atalotriccus pilaris wilcoxi,Atalot_pilris_L28419,Atalotriccus pilaris,wilcoxi,Atalotriccus_pilaris,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Attila,bolivianus,bolivianus,Attila bolivianus,Attila bolivianus bolivianus,Attila_bolnus_L13074,Attila bolivianus,bolivianus,Attila_bolivianus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,bolivianus,nattereri,Attila bolivianus,Attila bolivianus nattereri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,cinnamomeus,NA,Attila cinnamomeus,Attila cinnamomeus,Attila_cinmeus_K1236; Attila_cinmeus_SB11685,Attila cinnamomeus,-,Attila_cinnamomeus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,citriniventris,NA,Attila citriniventris,Attila citriniventris,Attila_citri_L42874,Attila citriniventris,-,Attila_citriniventris,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,phoenicurus,NA,Attila phoenicurus,Attila phoenicurus,Attila_phorus_SP93549,Attila phoenicurus,-,Attila_phoenicurus,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,1
Attila,rufus,hellmayri,Attila rufus,Attila rufus hellmayri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,rufus,rufus,Attila rufus,Attila rufus rufus,Attila_rufus_MZU92194,Attila rufus,rufus,Attila_rufus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,caniceps,Attila spadiceus,Attila spadiceus caniceps,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,citreopyga,Attila spadiceus,Attila spadiceus citreopyga,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,cozumelae,Attila spadiceus,Attila spadiceus cozumelae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,flammulatus,Attila spadiceus,Attila spadiceus flammulatus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,gaumeri,Attila spadiceus,Attila spadiceus gaumeri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,pacificus,Attila spadiceus,Attila spadiceus pacificus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,parambae,Attila spadiceus,Attila spadiceus parambae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,parvirostris,Attila spadiceus,Attila spadiceus parvirostris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,salvadorensis,Attila spadiceus,Attila spadiceus salvadorensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,sclateri,Attila spadiceus,Attila spadiceus sclateri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,spadiceus,Attila spadiceus,Attila spadiceus spadiceus,Attila_spaeus_L55279,Attila spadiceus,spadiceus,Attila_spadiceus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,spadiceus,uropygiatus,Attila spadiceus,Attila spadiceus uropygiatus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,probably sedentary,1,1
Attila,torridus,NA,Attila torridus,Attila torridus,Attila_tordus_SB28291,Attila torridus,-,Attila_torridus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"probably sedentary, seasonal movements suggested by some authors",1,1
Calyptura,cristata,NA,Calyptura cristata,Calyptura cristata,Calytur_criata_A4379; Calytur_criata_A494720,Calyptura cristata,-,Calyptura_cristata,in HBW in family Cotingidae,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,no movements recorded,1,1
Camptostoma,imberbe,NA,Camptostoma imberbe,Camptostoma imberbe,Campto_imber_K1942; Campto_imber_UWB69443,Camptostoma imberbe,imberbe,Camptostoma_imberbe,,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,popltns in extreme N migratory,1,1
Camptostoma,obsoletum,bolivianum,Camptostoma obsoletum,Camptostoma obsoletum bolivianum,NA,NA,NA,NA,,resident,resident,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"largely resident, not known to be migratory, but popltns In extreme S may move N",1,1
Camptostoma,obsoletum,caucae,Camptostoma obsoletum,Camptostoma obsoletum caucae,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,cinerascens,Camptostoma obsoletum,Camptostoma obsoletum cinerascens,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,flaviventre,Camptostoma obsoletum,Camptostoma obsoletum flaviventre,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,griseum,Camptostoma obsoletum,Camptostoma obsoletum griseum,Campto_obstum_L61272,Camptostoma obsoletum,griseum,Camptostoma_obsoletum,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,1,1
Camptostoma,obsoletum,majus,Camptostoma obsoletum,Camptostoma obsoletum majus,Campto_obstum_L46501,Camptostoma obsoletum,majus,Camptostoma_obsoletum,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,maranonicum,Camptostoma obsoletum,Camptostoma obsoletum maranonicum,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,napaeum,Camptostoma obsoletum,Camptostoma obsoletum napaeum,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,obsoletum,Camptostoma obsoletum,Camptostoma obsoletum obsoletum,Campto_obstum_MPEGDZ6701,Camptostoma obsoletum,obsoletum,Camptostoma_obsoletum,,resident,resident,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,"largely resident, not known to be migratory, but popltns In extreme S may move N",1,1
Camptostoma,obsoletum,olivaceum,Camptostoma obsoletum,Camptostoma obsoletum olivaceum,Campto_obstum_LSUMZ42513,Camptostoma obsoletum,olivaceum,Camptostoma_obsoletum,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,orphnum,Camptostoma obsoletum,Camptostoma obsoletum orphnum,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,pusillum,Camptostoma obsoletum,Camptostoma obsoletum pusillum,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Camptostoma,obsoletum,sclateri,Camptostoma obsoletum,Camptostoma obsoletum sclateri,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Capsiempis,flaveola,cerula,Capsiempis flaveola,Capsiempis flaveola cerula,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Capsiempis,flaveola,flaveola,Capsiempis flaveola,Capsiempis flaveola flaveola,Capsie_flaveo_GCPEII12,Capsiempis flaveola,flaveola,Capsiempis_flaveola,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Capsiempis,flaveola,leucophrys,Capsiempis flaveola,Capsiempis flaveola leucophrys,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Capsiempis,flaveola,magnirostris,Capsiempis flaveola,Capsiempis flaveola magnirostris,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Capsiempis,flaveola,semiflava,Capsiempis flaveola,Capsiempis flaveola semiflava,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Casiornis,fuscus,NA,Casiornis fuscus,Casiornis fuscus,Casior_fuscus_MPEGCAPI72,Casiornis fuscus,-,Casiornis_fuscus,,directional migratory,longitudinal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,western expansion during the dry season,1,1
Casiornis,rufus,NA,Casiornis rufus,Casiornis rufus,Casior_rufus_L37981,Casiornis rufus,-,Casiornis_rufus,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"little information, appears migratory",1,1
Cnemarchus,erythropygius,erythropygius,Cnemarchus erythropygius,Cnemarchus erythropygius erythropygius,Cnemar_erygiu_L30022,Cnemarchus erythropygius,erythropygius,Cnemarchus_erythropygius,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemarchus,erythropygius,orinomus,Cnemarchus erythropygius,Cnemarchus erythropygius orinomus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,beniensis,Cnemotriccus fuscatus,Cnemotriccus fuscatus beniensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,bimaculatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus bimaculatus,Cnemot_fustus_L12894,Cnemotriccus fuscatus,"\lowland bimaculatus\\\""""",Cnemotriccus_fuscatus,,directional migratory,austral,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,,1,1
Cnemotriccus,fuscatus,cabanisi,Cnemotriccus fuscatus,Cnemotriccus fuscatus cabanisi,Cnemot_fustus_H12966,Cnemotriccus fuscatus,cabanisi?,Cnemotriccus_fuscatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,duidae,Cnemotriccus fuscatus,Cnemotriccus fuscatus duidae,Cnemot_fustus_L75460; Cnemot_fustus_L58445,Cnemotriccus fuscatus,duidae,Cnemotriccus_fuscatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,fumosus,Cnemotriccus fuscatus,Cnemotriccus fuscatus fumosus,Cnemot_fustus_YPM137446,Cnemotriccus fuscatus,fumosus,Cnemotriccus_fuscatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,fuscatior,Cnemotriccus fuscatus,Cnemotriccus fuscatus fuscatior,Cnemot_fustus_L74790,Cnemotriccus fuscatus,fuscatior,Cnemotriccus_fuscatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnemotriccus,fuscatus,fuscatus,Cnemotriccus fuscatus,Cnemotriccus fuscatus fuscatus,Cnemot_fustus_SP93246,Cnemotriccus fuscatus,fuscatus,Cnemotriccus_fuscatus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Cnipodectes,subbrunneus,minor,Cnipodectes subbrunneus,Cnipodectes subbrunneus minor,Cnipod_subeus_L2540,Cnipodectes subbrunneus,minor,Cnipodectes_subbrunneus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Cnipodectes,subbrunneus,subbrunneus,Cnipodectes subbrunneus,Cnipodectes subbrunneus subbrunneus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably resident,1,1
Cnipodectes,superrufus,NA,Cnipodectes superrufus,Cnipodectes superrufus,Cnipod_supfus_L78843,Cnipodectes superrufus,-,Cnipodectes_superrufus,"newly described species, not in HBW books but in HBW online",resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,probably sedentary,1,1
Colonia,colonus,colonus,Colonia colonus,Colonia colonus colonus,Coloni_colon_K3731,Colonia colonus,colonus,Colonia_colonus,,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"mostly resident, apparently leaves extreme S of range for austral winter",1,1
Colonia,colonus,fuscicapillus,Colonia colonus,Colonia colonus fuscicapillus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Colonia,colonus,leuconota,Colonia colonus,Colonia colonus leuconota,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Colonia,colonus,niveiceps,Colonia colonus,Colonia colonus niveiceps,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Colonia,colonus,poecilonota,Colonia colonus,Colonia colonus poecilonota,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Colorhamphus,parvirostris,NA,Colorhamphus parvirostris,Colorhamphus parvirostris,Colorh_partri_K11725,Colorhamphus parvirostris,-,Colorhamphus_parvirostris,,directional migratory,austral,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"migratory, apparently resident in some areas",1,1
Conopias,albovittatus,albovittatus,Conopias albovittatus,Conopias albovittatus albovittatus,Conopi_albvit_L46625,Conopias albovittatus,albovittatus,Conopias_albovittatus,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Conopias,albovittatus,distinctus,Conopias albovittatus,Conopias albovittatus distinctus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Conopias,cinchoneti,cinchoneti,Conopias cinchoneti,Conopias cinchoneti cinchoneti,Conopi_cinnet_KU17356,Conopias cinchoneti,cinchoneti,Conopias_cinchoneti,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, probably resident in most areas",1,1
Conopias,cinchoneti,icterophrys,Conopias cinchoneti,Conopias cinchoneti icterophrys,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, probably resident in most areas",1,1
Conopias,parvus,NA,Conopias parvus,Conopias parvus,Conopi_parvus_L48291,Conopias parvus,-,Conopias_parvus,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Conopias,trivirgatus,berlepschi,Conopias trivirgatus,Conopias trivirgatus berlepschi,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Conopias,trivirgatus,trivirgatus,Conopias trivirgatus,Conopias trivirgatus trivirgatus,Conopi_tritus_K3772,Conopias trivirgatus,trivirgatus,Conopias_trivirgatus,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Contopus,albogularis,NA,Contopus albogularis,Contopus albogularis,Contop_alblar_YPM139867,Contopus albogularis,-,Contopus_albogularis,,resident,resident,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"details unknown, wanders to some degree, but probably resident in most areas",1,1
Contopus,caribaeus,bahamensis,Contopus caribaeus,Contopus caribaeus bahamensis,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Contopus,caribaeus,caribaeus,Contopus caribaeus,Contopus caribaeus caribaeus,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Contopus,caribaeus,morenoi,Contopus caribaeus,Contopus caribaeus morenoi,NA,NA,NA,NA,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Contopus,caribaeus,nerlyi,Contopus caribaeus,Contopus caribaeus nerlyi,Contop_cariba_USNM327749,Contopus caribaeus,hispaniolensis,Contopus_caribaeus,,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Contopus,cinereus,aithalodes,Contopus cinereus,Contopus cinereus aithalodes,NA,NA,NA,NA,brachytarsus Group of Northern Tropical Pewee,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"mainly resident, brachytarsus group [aithaloides, brachytarsus, rhizophorus] migratory in extreme N and S",1,1
Contopus,cinereus,bogotensis,Contopus cinereus,Contopus cinereus bogotensis,NA,NA,NA,NA,cinereus Group of Southern Tropical Pewee,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"mainly resident, cinereus group [cinereus, bogotensis, surinamensis, pallenscens] migratory in extreme S. Austral migrants of the C. cinereus superspecies recorded in SE Peru not identified to taxon, but might well involved C. cinereus pallescens. Race pallescens move N during austral winter, although the precise extent and relative frequency of such movements are wholly unknown.",1,1
Contopus,cinereus,brachytarsus,Contopus cinereus,Contopus cinereus brachytarsus,Contop_cinreu_UWB56023,Contopus cinereus,brachytarsus,Contopus_cinereus,brachytarsus Group of Northern Tropical Pewee,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"mainly resident, brachytarsus group [aithaloides, brachytarsus, rhizophorus] migratory in extreme N and S",1,1
Contopus,cinereus,cinereus,Contopus cinereus,Contopus cinereus cinereus,Contop_cinreu_K3847,Contopus cinereus,cinereus,Contopus_cinereus,cinereus Group of Southern Tropical Pewee,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,"mainly resident, cinereus group [cinereus, bogotensis, surinamensis, pallenscens] migratory in extreme S. Austral migrants of the C. cinereus superspecies recorded in SE Peru not identified to taxon, but might well involved C. cinereus pallescens. Race pallescens move N during austral winter, although the precise extent and relative frequency of such movements are wholly unknown.",1,1
Contopus,cinereus,pallescens,Contopus cinereus,Contopus cinereus pallescens,NA,NA,NA,NA,cinereus Group of Southern Tropical Pewee,directional migratory,austral,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Austral migrants of the C. cinereus superspecies recorded in SE Peru not identified to taxon, but might well involved C. cinereus pallescens. Race pallescens move N during austral winter, although the precise extent and relative frequency of such movements are wholly unknown.",1,1
Contopus,cinereus,punensis,Contopus cinereus,Contopus cinereus punensis,Contop_cinreu_LSU66921,Contopus cinereus,punensis,Contopus_cinereus,Tumbes Group of Tropical Pewee,resident,resident,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,1
Contopus,cinereus,rhizophorus,Contopus cinereus,Contopus cinereus rhizophorus,NA,NA,NA,NA,brachytarsus Group of Northern Tropical Pewee,directional migratory,boreal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,"mainly resident, brachytarsus group [aithaloides, brachytarsus, rhizophorus] migratory in extreme N and S",1,1
